==22360== NVPROF is profiling process 22360, command: /home/beatbat/.conda/envs/py37/bin/python -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=35, pipe_handle=98) --multiprocessing-fork
==22360== Profiling application: /home/beatbat/.conda/envs/py37/bin/python -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=35, pipe_handle=98) --multiprocessing-fork
==22360== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
66.9676s  10.592us              (1 2 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        31  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [111692]
66.9676s  4.7040us              (1 2 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        28  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [111584]
66.9676s  324.49us              (2 2 7)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        28  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [111605]
66.9676s  392.74us              (2 2 7)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        31  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [111713]
66.9677s     864ns                    -               -         -         -         -       32B  35.321MB/s    Pageable      Device   Tesla K40c (0)         1        29  [CUDA memcpy HtoD]
66.9677s     832ns                    -               -         -         -         -       32B  36.680MB/s    Pageable      Device   Tesla K40c (0)         1        32  [CUDA memcpy HtoD]
66.9677s  362.41us              (2 2 7)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        27  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [111287]
66.9678s  12.000us              (1 2 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        29  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [111619]
66.9678s  26.336us              (1 2 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        32  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [111730]
66.9678s  369.80us              (2 2 7)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        29  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [111640]
66.9678s  355.65us              (2 2 7)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        32  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [111751]
66.9678s     832ns                    -               -         -         -         -       32B  36.680MB/s    Pageable      Device   Tesla K40c (0)         1        33  [CUDA memcpy HtoD]
66.9679s     864ns                    -               -         -         -         -       32B  35.321MB/s    Pageable      Device   Tesla K40c (0)         1        30  [CUDA memcpy HtoD]
66.9679s  11.936us              (1 2 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        33  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [111769]
66.9679s  8.7360us              (1 2 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        30  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [111655]
66.9679s  334.76us              (2 2 7)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        33  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [111790]
66.9679s     832ns                    -               -         -         -         -       32B  36.680MB/s    Pageable      Device   Tesla K40c (0)         1        26  [CUDA memcpy HtoD]
66.9680s  352.87us              (2 2 7)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        30  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [111676]
66.9680s     832ns                    -               -         -         -         -       32B  36.680MB/s    Pageable      Device   Tesla K40c (0)         1        28  [CUDA memcpy HtoD]
66.9680s  21.857us              (1 2 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        26  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [111517]
66.9680s  7.9040us              (1 2 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        28  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [111868]
66.9681s  334.12us              (2 2 7)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        28  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [111889]
66.9681s  296.26us              (2 2 7)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        26  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [111538]
66.9681s     832ns                    -               -         -         -         -       32B  36.680MB/s    Pageable      Device   Tesla K40c (0)         1        27  [CUDA memcpy HtoD]
66.9681s  11.744us              (1 2 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        27  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [111550]
66.9682s  249.25us              (2 2 7)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        27  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [111571]
66.9682s     832ns                    -               -         -         -         -       32B  36.680MB/s    Pageable      Device   Tesla K40c (0)         1        29  [CUDA memcpy HtoD]
66.9682s  5.6960us              (1 2 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        29  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [111903]
66.9682s  227.81us              (2 2 7)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        29  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [111924]
66.9684s     832ns                    -               -         -         -         -       32B  36.680MB/s    Pageable      Device   Tesla K40c (0)         1        26  [CUDA memcpy HtoD]
66.9684s  2.1760us              (1 2 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        26  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [111801]
66.9684s     864ns                    -               -         -         -         -       32B  35.321MB/s    Pageable      Device   Tesla K40c (0)         1        27  [CUDA memcpy HtoD]
66.9684s  2.1440us              (1 2 1)       (256 1 1)        18        0B        0B         -           -           -           -   Tesla K40c (0)         1        27  void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *) [111834]
66.9685s  172.55us              (2 2 7)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        26  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [111822]
66.9685s  166.63us              (2 2 7)       (16 16 1)        32  4.1289KB        0B         -           -           -           -   Tesla K40c (0)         1        27  void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*) [111855]
66.9686s  9.6010us              (2 8 1)        (32 8 1)        62  9.0000KB        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::winograd_nonfused::winogradWgradOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradWgradOutputParams<float, float>) [111945]
66.9687s  397.51us             (64 1 1)       (128 1 1)         9      512B        0B         -           -           -           -   Tesla K40c (0)         1         7  void calc_bias_diff<int=2, float, float, int=128, int=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, float, float, int) [111965]
